Index,Name,ICD-10 Chapter,ICD-10 Chapter (short),Colour,"AUC Female, (no gap)","AUC Male, (no gap)","AUC Female, (1 year gap)","AUC Male, (1 year gap)","N tokens, training","N tokens, validation"
1098,Q51 Congenital malformations of uterus and cervix,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.628957020160828,,0.593425849738844,,278,71
1099,Q52 Other congenital malformations of female genitalia,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.610002341839469,,0.667175966405138,,170,38
1100,Q53 Undescended testicle,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,0.608943450990588,,0.56812428424521,474,108
1101,Q54 Hypospadias,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,0.660558538800021,,0.545814719503605,201,59
1102,Q55 Other congenital malformations of male genital organs,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,0.443457445563796,,0.573203090137767,133,23
1103,Q56 Indeterminate sex and pseudohermaphroditism,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,2,0
1104,Q60 Renal agenesis and other reduction defects of kidney,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.68319296520084,0.773972707977315,0.571318554379232,0.791931783563242,264,54
1105,Q61 Cystic kidney disease,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.608246031721192,0.650740745966051,0.610082618781836,0.616424095313276,799,201
1106,Q62 Congenital obstructive defects of renal pelvis and congenital malformations of ureter,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.826357261272118,0.828785757901002,0.597953406943139,0.850563080157526,133,31
1107,Q63 Other congenital malformations of kidney,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.639306171228611,0.742094887801593,0.603230143273126,0.608914778500018,506,141
1108,Q64 Other congenital malformations of urinary system,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.734313433203799,0.821894533680269,0.713440867529732,0.790679359088247,149,39
1109,Q65 Congenital deformities of hip,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.730749186272758,0.7951433667098,0.602840470802361,0.911417672495982,241,69
1110,Q66 Congenital deformities of feet,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.671055961917829,0.748856404097813,0.647847471042607,0.734954649276502,870,229
1111,"Q67 Congenital musculoskeletal deformities of head, face, spine and chest","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.76348213917282,0.758250567812635,0.794391967446956,0.729675517642238,226,82
1112,Q68 Other congenital musculoskeletal deformities,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,0.762638641114355,,0.760311420990112,78,23
1113,Q69 Polydactyly,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,9,2
1114,Q70 Syndactyly,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.227765734390588,0.422517202759193,0.219502504555915,0.714346799641288,34,10
1115,Q71 Reduction defects of upper limb,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.194752986657389,,0.20408081577965,,22,3
1116,Q72 Reduction defects of lower limb,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.766739655128014,0.153026919920324,0.806362020742725,0.587775026916974,37,11
1117,Q73 Reduction defects of unspecified limb,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,7,1
1118,Q74 Other congenital malformations of limbs,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.772823764711041,0.715777052996167,0.801467880149107,0.719812973503029,206,59
1119,Q75 Other congenital malformations of skull and face bones,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.547678974605141,0.765689798292755,0.480412221563664,0.766768955564845,32,9
1120,Q76 Congenital malformations of spine and bony thorax,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.802861332910045,0.792615946514291,0.78545654566885,0.764873767555145,644,147
1121,Q77 Osteochondrodysplasia with defects of growth of tubular bones and spine,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.999384247591254,0.808732764529746,0.999804036841074,0.863141482895581,28,8
1122,Q78 Other osteochondrodysplasias,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.669835092300889,0.817942044244494,0.724506068217905,0.850371575203974,154,39
1123,"Q79 Congenital malformations of musculoskeletal system, not elsewhere classified","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.8177164482071,0.80811017533532,0.759940556105002,0.781348424980431,244,50
1124,Q80 Congenital ichthyosis,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.844604203437594,0.727270816244009,0.808001440067803,0.65040808415644,94,36
1125,Q81 Epidermolysis bullosa,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,25,2
1126,Q82 Other congenital malformations of skin,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.764009117516831,0.787090629865004,0.756395396715086,0.736579815619401,1296,333
1127,Q83 Congenital malformations of breast,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.424292396286109,0.516524124048083,0.335920981364575,0.602340861686103,129,41
1128,Q84 Other congenital malformations of integument,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.866183278687133,0.5197601750253,0.705837623432187,0.565365202323084,91,23
1129,"Q85 Phakomatoses, not elsewhere classified","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.818535747600821,0.765590654943435,0.691178116213617,0.765412103697723,273,72
1130,"Q86 Congenital malformation syndromes due to known exogenous causes, not elsewhere classified","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,1,0
1131,Q87 Other specified congenital malformation syndromes affecting multiple systems,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.781180677300601,0.765211291279306,0.801714921535373,0.745716403829225,240,72
1132,"Q89 Other congenital malformations, not elsewhere classified","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.750971301485095,0.673645465538796,0.692527242220129,0.697774203566542,305,75
1133,Q90 Down's syndrome,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.59033686126354,,0.591108706899484,,36,7
1134,Q91 Edwards' syndrome and patau's syndrome,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,0.727461463972985,,0.733252427202782,11,3
1135,"Q92 Other trisomies and partial trisomies of the autosomes, not elsewhere classified","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,0.917109989485063,,0.674633351439435,17,3
1136,"Q93 Monosomies and deletions from the autosomes, not elsewhere classified","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,13,2
1137,"Q95 Balanced rearrangements and structural markers, not elsewhere classified","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.498247710334322,,0.332648045311907,,4,2
1138,Q96 Turner's syndrome,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.69259238991097,,0.704251561148865,,41,11
1139,"Q97 Other sex chromosome abnormalities, female phenotype, not elsewhere classified","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,,,,,8,1
1140,"Q98 Other sex chromosome abnormalities, male phenotype, not elsewhere classified","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.611272518273149,0.435033334314948,0.551305710929772,0.486710588300608,59,9
1141,"Q99 Other chromosome abnormalities, not elsewhere classified","XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.765982540553611,0.823393264621444,0.686553206974575,0.693121772121278,50,12
1142,CXX Unknown Cancer,II. Neoplasms,II. Neoplasms,#ff7f0e,0.353430654411955,0.446342853553309,0.391229605766684,0.54972118311478,0,0
1143,C00 Malignant neoplasm of lip,II. Neoplasms,II. Neoplasms,#ff7f0e,0.701047545438632,0.466304670107029,0.712070775381683,0.536780543582596,41,8
1144,C01 Malignant neoplasm of base of tongue,II. Neoplasms,II. Neoplasms,#ff7f0e,0.777975470536682,0.803952871324995,0.500149403226476,0.762069854357462,122,19
1145,C02 Malignant neoplasm of other and unspecified parts of tongue,II. Neoplasms,II. Neoplasms,#ff7f0e,0.564604770567979,0.724806300589039,0.384382993234394,0.612108226525208,180,48
1146,C03 Malignant neoplasm of gum,II. Neoplasms,II. Neoplasms,#ff7f0e,0.485441267658105,0.690947983087232,0.765096581776972,0.710287089549898,41,12
1147,C04 Malignant neoplasm of floor of mouth,II. Neoplasms,II. Neoplasms,#ff7f0e,0.741614832127957,0.772830141352163,0.740888587651024,0.765045322375011,46,15
1148,C05 Malignant neoplasm of palate,II. Neoplasms,II. Neoplasms,#ff7f0e,0.769104067158411,0.827305132684318,0.721543092856109,0.749146189525803,51,15
1149,C06 Malignant neoplasm of other and unspecified parts of mouth,II. Neoplasms,II. Neoplasms,#ff7f0e,0.380001724030533,0.416233582610137,0.371865520868459,0.630544920766849,65,8
1150,C07 Malignant neoplasm of parotid gland,II. Neoplasms,II. Neoplasms,#ff7f0e,0.535177283244074,0.431799008196696,0.517693649537785,0.362483557380731,91,14
1151,C08 Malignant neoplasm of other and unspecified major salivary glands,II. Neoplasms,II. Neoplasms,#ff7f0e,0.362181598746718,,0.673656294798027,,21,4
1152,C09 Malignant neoplasm of tonsil,II. Neoplasms,II. Neoplasms,#ff7f0e,0.734201104358233,0.711810190922624,0.558436862635132,0.516577854636068,213,53
1153,C10 Malignant neoplasm of oropharynx,II. Neoplasms,II. Neoplasms,#ff7f0e,0.997668038408779,0.878669235500175,0.985451244813278,0.729617209841086,33,7
1154,C11 Malignant neoplasm of nasopharynx,II. Neoplasms,II. Neoplasms,#ff7f0e,0.77361316026228,0.423385129536053,0.799030163826549,0.391822826032235,30,7
1155,C12 Malignant neoplasm of pyriform sinus,II. Neoplasms,II. Neoplasms,#ff7f0e,,0.606154179030045,,0.640935369520372,20,7
1156,C13 Malignant neoplasm of hypopharynx,II. Neoplasms,II. Neoplasms,#ff7f0e,,0.917203472610601,,0.514848199572661,14,6
1157,"C14 Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",II. Neoplasms,II. Neoplasms,#ff7f0e,0.97818355599907,0.807645152494853,0.954072666239277,0.900322520265671,16,7
1158,C15 Malignant neoplasm of oesophagus,II. Neoplasms,II. Neoplasms,#ff7f0e,0.880876998613179,0.743317686390352,0.748108430325165,0.574357858076067,631,141
1159,C16 Malignant neoplasm of stomach,II. Neoplasms,II. Neoplasms,#ff7f0e,0.858286442239158,0.819446725824106,0.545428431211928,0.622410937657343,459,109
1160,C17 Malignant neoplasm of small intestine,II. Neoplasms,II. Neoplasms,#ff7f0e,0.935719110587456,0.916020691238703,0.619141039507404,0.759947010043759,165,53
1161,C18 Malignant neoplasm of colon,II. Neoplasms,II. Neoplasms,#ff7f0e,0.796690594207044,0.813245951631072,0.583487349149795,0.58976960420946,3070,743
1162,C19 Malignant neoplasm of rectosigmoid junction,II. Neoplasms,II. Neoplasms,#ff7f0e,0.72873749631211,0.799381376911838,0.588165211710437,0.565421936337076,374,102
1163,C20 Malignant neoplasm of rectum,II. Neoplasms,II. Neoplasms,#ff7f0e,0.697060571845543,0.72301100342932,0.544728011735215,0.570198718134118,1412,360
1164,C21 Malignant neoplasm of anus and anal canal,II. Neoplasms,II. Neoplasms,#ff7f0e,0.660953707330759,0.75078029924783,0.660409093543627,0.366706667688367,147,46
1165,C22 Malignant neoplasm of liver and intrahepatic bile ducts,II. Neoplasms,II. Neoplasms,#ff7f0e,0.913439302587449,0.97031800983078,0.699831114602157,0.835019333095017,292,92
1166,C23 Malignant neoplasm of gallbladder,II. Neoplasms,II. Neoplasms,#ff7f0e,0.906691242941453,0.56638418079096,0.504261794799926,0.273533010700832,81,10
1167,C24 Malignant neoplasm of other and unspecified parts of biliary tract,II. Neoplasms,II. Neoplasms,#ff7f0e,0.796856905923406,0.841697334124709,0.602303962817526,0.549399043521102,105,32
1168,C25 Malignant neoplasm of pancreas,II. Neoplasms,II. Neoplasms,#ff7f0e,0.905638065391312,0.893681395216293,0.725378073428365,0.650151926011204,612,166
1169,C26 Malignant neoplasm of other and ill-defined digestive organs,II. Neoplasms,II. Neoplasms,#ff7f0e,0.48342739090776,,0.561090403534519,,24,8
1170,C30 Malignant neoplasm of nasal cavity and middle ear,II. Neoplasms,II. Neoplasms,#ff7f0e,0.821740697940744,0.657824949680801,0.427195858080841,0.719647427692286,32,9
1171,C31 Malignant neoplasm of accessory sinuses,II. Neoplasms,II. Neoplasms,#ff7f0e,,,,,18,1
1172,C32 Malignant neoplasm of larynx,II. Neoplasms,II. Neoplasms,#ff7f0e,0.683402538619892,0.73832520057841,0.407434878290524,0.556708309437893,244,57
1173,C33 Malignant neoplasm of trachea,II. Neoplasms,II. Neoplasms,#ff7f0e,,,,,5,2
1174,C34 Malignant neoplasm of bronchus and lung,II. Neoplasms,II. Neoplasms,#ff7f0e,0.848859232463734,0.841739581268949,0.70029733504034,0.642883768191184,2256,597
1175,C37 Malignant neoplasm of thymus,II. Neoplasms,II. Neoplasms,#ff7f0e,0.445883156777012,0.204186429383403,0.682682522881838,0.675405875874809,24,5
